ObjectID,cut_2,cut_4,cut_8
arnold-bã¶cklin_portrait-of-angela-b-cklin-as-muse 2.jpg,"[(115, 104, 91), (212, 178, 147)]","[(138, 137, 127), (212, 178, 147), (54, 46, 40), (132, 97, 69)]","[(216, 175, 134), (201, 152, 113), (54, 46, 40), (216, 192, 170), (132, 97, 69), (159, 154, 143), (96, 117, 110), (138, 122, 111)]"
joaquã­n-sorolla_mending-the-sail-1904.jpg,"[(143, 108, 60), (166, 164, 162)]","[(124, 121, 128), (208, 207, 196), (119, 90, 53), (166, 127, 66)]","[(147, 108, 56), (223, 227, 226), (166, 127, 66), (91, 73, 51), (194, 186, 166), (112, 104, 102), (117, 121, 145), (156, 157, 162)]"
john-french-sloan_young-woman-in-black-and-white-mary-kerr-1902.jpg,"[(40, 26, 29), (149, 134, 102)]","[(40, 26, 29), (203, 198, 152), (52, 38, 35), (135, 102, 69)]","[(52, 38, 35), (40, 26, 29), (220, 217, 173), (187, 179, 132), (122, 106, 77), (89, 62, 48), (169, 101, 60), (160, 139, 93)]"
joaquã­n-sorolla_beach-of-biarritz-france.jpg,"[(155, 139, 124), (212, 167, 109)]","[(212, 188, 155), (212, 146, 63), (147, 114, 85), (163, 164, 164)]","[(163, 164, 164), (144, 134, 123), (212, 188, 155), (44, 53, 38), (212, 146, 63), (135, 85, 57), (176, 98, 46), (178, 153, 122)]"
edward-hopper_study-of-a-standing-woman.jpg,"[(113, 101, 95), (200, 181, 163)]","[(200, 181, 163), (155, 141, 131), (48, 42, 41), (94, 81, 76)]","[(200, 181, 157), (183, 169, 157), (164, 150, 140), (200, 182, 169), (48, 42, 41), (94, 81, 76), (125, 112, 104), (147, 132, 121)]"
eugã¨ne-grasset_abricotine 2.jpg,"[(45, 46, 28), (193, 189, 122)]","[(18, 21, 19), (193, 189, 122), (30, 33, 29), (113, 107, 43)]","[(18, 21, 19), (30, 33, 29), (70, 75, 42), (219, 203, 108), (229, 231, 188), (155, 139, 45), (134, 133, 84), (191, 188, 109)]"
eugã¨ne-grasset_la-belle-jardiniere-may-1896 2.jpg,"[(95, 91, 83), (198, 174, 150)]","[(221, 207, 190), (175, 140, 111), (83, 76, 67), (106, 106, 98)]","[(102, 86, 72), (63, 65, 62), (161, 124, 98), (189, 157, 123), (205, 182, 157), (238, 231, 223), (89, 93, 91), (124, 120, 105)]"
joaquã­n-sorolla_girl-with-flowers.jpg,"[(107, 86, 80), (202, 155, 109)]","[(134, 111, 102), (80, 62, 57), (203, 143, 84), (201, 168, 134)]","[(150, 122, 108), (201, 168, 134), (51, 42, 44), (109, 81, 71), (214, 156, 82), (119, 100, 96), (197, 126, 65), (184, 133, 104)]"
andrã©-lhote_la-plage-1957.jpg,"[(156, 138, 95), (165, 164, 153)]","[(181, 149, 95), (131, 127, 96), (147, 155, 150), (183, 173, 157)]","[(102, 95, 84), (112, 137, 112), (154, 151, 106), (155, 124, 81), (147, 155, 150), (181, 149, 95), (184, 166, 146), (183, 180, 168)]"
georges-lacombeâ _the-green-wave-vorhor.jpg,"[(46, 38, 28), (158, 146, 118)]","[(46, 38, 28), (160, 128, 76), (135, 154, 162), (178, 172, 157)]","[(33, 29, 21), (194, 153, 79), (135, 154, 162), (169, 154, 139), (59, 47, 35), (125, 103, 73), (205, 190, 152), (168, 191, 197)]"
antã³nio-de-carvalho-da-silva-porto_na-cisterna.jpg,"[(107, 79, 61), (146, 160, 183)]","[(57, 52, 44), (156, 107, 78), (116, 154, 195), (175, 166, 170)]","[(182, 120, 84), (131, 93, 72), (174, 143, 130), (178, 182, 194), (57, 52, 44), (174, 198, 226), (105, 140, 179), (128, 169, 211)]"
joaquã­n-sorolla_portrait-of-countess-of-santiago-1894.jpg,"[(136, 115, 85), (199, 177, 136)]","[(120, 100, 73), (151, 130, 96), (179, 158, 120), (218, 197, 153)]","[(159, 142, 117), (222, 200, 152), (200, 173, 122), (212, 188, 140), (120, 100, 73), (227, 213, 179), (140, 120, 90), (163, 141, 102)]"
yiannis-tsaroychis_p308(1).jpg,"[(66, 56, 51), (137, 128, 120)]","[(90, 78, 67), (66, 56, 51), (155, 146, 134), (211, 210, 209)]","[(160, 156, 150), (182, 179, 173), (153, 133, 111), (127, 117, 104), (211, 210, 209), (90, 78, 67), (58, 49, 46), (74, 63, 56)]"
arnold-bã¶cklin_the-bagpiper.jpg,"[(43, 42, 39), (159, 157, 160)]","[(43, 42, 39), (120, 114, 118), (171, 174, 182), (224, 226, 225)]","[(84, 76, 76), (231, 236, 238), (216, 216, 212), (143, 138, 143), (110, 106, 110), (171, 174, 182), (31, 33, 30), (56, 50, 49)]"
george-luks_prospect-park.jpg,"[(85, 92, 53), (118, 125, 99)]","[(94, 105, 77), (85, 92, 53), (126, 128, 90), (158, 161, 150)]","[(95, 96, 54), (94, 105, 77), (126, 128, 90), (166, 171, 173), (70, 76, 54), (149, 151, 127), (95, 115, 55), (110, 123, 47)]"
fã©lix-del-marle_self-portrait-1913.jpg,"[(167, 155, 134), (238, 228, 207)]","[(238, 228, 207), (225, 215, 189), (64, 53, 43), (155, 138, 114)]","[(120, 101, 80), (238, 228, 207), (83, 70, 56), (44, 36, 30), (148, 129, 103), (176, 161, 136), (218, 205, 176), (232, 224, 202)]"
john-french-sloan_humoresque-1915.jpg,"[(83, 89, 65), (166, 154, 139)]","[(172, 166, 173), (159, 141, 105), (69, 75, 34), (98, 103, 97)]","[(140, 124, 133), (144, 120, 60), (106, 110, 128), (89, 96, 66), (172, 166, 173), (175, 161, 112), (46, 50, 29), (92, 99, 38)]"
joaquã­n-sorolla_children-on-the-beach-1910.jpg,"[(108, 93, 77), (166, 137, 110)]","[(147, 118, 97), (184, 156, 124), (94, 74, 60), (122, 112, 93)]","[(156, 150, 135), (112, 85, 67), (147, 118, 97), (122, 112, 93), (209, 175, 138), (76, 62, 54), (159, 139, 114), (213, 157, 108)]"
eugã¨ne-grasset_joan-of-arc-1894 2.jpg,"[(105, 97, 84), (193, 165, 140)]","[(199, 181, 156), (188, 149, 124), (73, 70, 60), (136, 125, 108)]","[(151, 139, 121), (199, 181, 156), (181, 156, 132), (191, 172, 146), (121, 110, 94), (73, 70, 60), (191, 86, 58), (187, 111, 83)]"
ferdinand-georg-waldmã¼ller_the-sch-nberg-seen-from-hoisernradalpe-1833.jpg,"[(74, 91, 72), (139, 146, 119)]","[(122, 129, 87), (74, 91, 72), (123, 131, 119), (189, 193, 182)]","[(123, 131, 119), (79, 96, 59), (227, 232, 227), (86, 102, 90), (45, 66, 49), (122, 129, 87), (145, 147, 121), (156, 163, 150)]"
joaquã­n-sorolla_virgin-mary-1887.jpg,"[(55, 43, 30), (187, 141, 78)]","[(168, 124, 63), (206, 158, 92), (28, 25, 20), (83, 62, 39)]","[(28, 25, 20), (48, 40, 33), (215, 164, 92), (192, 145, 84), (168, 124, 63), (225, 177, 109), (101, 70, 40), (135, 99, 52)]"
george-luks_frank-crane.jpg,"[(141, 120, 90), (228, 186, 129)]","[(228, 186, 129), (75, 73, 64), (202, 162, 110), (213, 174, 125)]","[(49, 51, 51), (226, 179, 120), (63, 67, 62), (202, 162, 110), (213, 174, 125), (231, 192, 139), (121, 109, 79), (154, 136, 100)]"
joaquã­n-sorolla_portrait-of-a-woman.jpg,"[(30, 29, 25), (101, 91, 82)]","[(66, 57, 50), (30, 29, 25), (85, 73, 64), (188, 177, 165)]","[(66, 57, 50), (30, 29, 25), (85, 73, 64), (127, 108, 91), (216, 211, 203), (139, 128, 116), (172, 159, 144), (202, 179, 157)]"
eugã¨ne-grasset_inqui-tude.jpg,"[(86, 91, 70), (196, 176, 88)]","[(190, 160, 48), (202, 193, 128), (63, 62, 40), (109, 121, 101)]","[(39, 42, 37), (180, 136, 43), (200, 184, 53), (209, 204, 173), (87, 81, 43), (195, 181, 84), (89, 96, 77), (129, 146, 125)]"
joaquã­n-sorolla_inquisitive-child-1916.jpg,"[(107, 94, 91), (156, 166, 171)]","[(127, 141, 165), (185, 191, 177), (81, 74, 85), (134, 115, 97)]","[(192, 201, 168), (123, 99, 87), (81, 74, 85), (205, 219, 220), (144, 130, 106), (170, 171, 160), (116, 123, 148), (139, 159, 182)]"
fã©lix-del-marle_the-port-1914-1.jpg,"[(12, 17, 13), (113, 76, 46)]","[(12, 17, 13), (68, 55, 36), (152, 52, 30), (163, 142, 82)]","[(161, 131, 58), (66, 28, 20), (75, 69, 37), (12, 17, 13), (165, 153, 106), (152, 52, 30), (52, 80, 62), (78, 111, 72)]"
joaquã­n-sorolla_valencia-landscape-1894.jpg,"[(82, 87, 58), (168, 157, 123)]","[(133, 127, 91), (82, 87, 58), (198, 174, 133), (210, 200, 178)]","[(64, 74, 54), (145, 134, 87), (198, 174, 133), (156, 148, 113), (210, 200, 178), (99, 100, 62), (102, 107, 79), (127, 119, 83)]"
roger-bissiã¨re_femme-couch-e-dans-l-herbe-1926.jpg,"[(70, 66, 55), (145, 129, 99)]","[(128, 100, 63), (161, 158, 134), (62, 50, 35), (78, 83, 75)]","[(122, 81, 45), (62, 50, 35), (151, 161, 151), (78, 83, 75), (134, 118, 82), (146, 140, 112), (196, 180, 143), (208, 204, 182)]"
eugã¨ne-grasset_a-la-place-clichy 2.jpg,"[(96, 95, 106), (225, 208, 175)]","[(236, 241, 238), (215, 175, 111), (86, 67, 54), (107, 123, 158)]","[(236, 241, 238), (219, 178, 84), (216, 122, 49), (212, 199, 157), (148, 161, 165), (66, 84, 152), (44, 33, 40), (128, 101, 68)]"
arnold-bã¶cklin_triton-and-nereid-1877.jpg,"[(83, 63, 34), (169, 152, 126)]","[(196, 180, 162), (83, 63, 34), (113, 102, 76), (172, 147, 104)]","[(209, 185, 157), (58, 43, 27), (217, 203, 195), (172, 147, 104), (113, 102, 76), (178, 167, 149), (90, 71, 40), (125, 96, 42)]"
joaquã­n-sorolla_sad-inheritance-study-beach-rascals-1908.jpg,"[(58, 66, 63), (148, 157, 152)]","[(111, 124, 125), (185, 189, 179), (44, 53, 54), (73, 79, 72)]","[(60, 70, 69), (44, 53, 54), (72, 80, 76), (191, 204, 202), (179, 175, 156), (111, 124, 125), (84, 87, 75), (117, 103, 74)]"
arnold-bã¶cklin_spring-1875 2.jpg,"[(43, 28, 37), (127, 115, 108)]","[(43, 28, 37), (169, 162, 155), (63, 52, 49), (106, 83, 73)]","[(63, 52, 49), (143, 140, 137), (174, 154, 137), (180, 178, 173), (87, 67, 64), (43, 28, 37), (114, 87, 73), (134, 111, 92)]"
john-french-sloan_independence-square-philadelphia-1900.jpg,"[(80, 50, 54), (170, 126, 95)]","[(193, 152, 124), (147, 100, 65), (62, 43, 46), (97, 57, 61)]","[(62, 43, 46), (124, 84, 64), (171, 115, 67), (236, 219, 200), (212, 165, 119), (163, 112, 88), (89, 54, 58), (106, 60, 64)]"
eugã¨ne-grasset_spring-1894.jpg,"[(27, 24, 20), (137, 127, 105)]","[(171, 171, 158), (104, 84, 51), (15, 12, 6), (40, 36, 33)]","[(15, 12, 6), (34, 25, 17), (84, 61, 39), (137, 137, 130), (124, 106, 64), (204, 204, 186), (44, 38, 30), (46, 57, 68)]"
arnold-bã¶cklin_odysseus-und-kalypso-1883 2.jpg,"[(33, 22, 14), (121, 102, 84)]","[(33, 22, 14), (83, 53, 33), (142, 125, 106), (179, 175, 163)]","[(170, 160, 142), (68, 47, 31), (179, 175, 163), (33, 22, 14), (97, 58, 36), (156, 145, 130), (109, 74, 46), (133, 121, 105)]"
edward-hopper_study-of-a-seated-woman.jpg,"[(161, 160, 141), (238, 236, 204)]","[(238, 236, 204), (222, 221, 193), (59, 59, 50), (140, 139, 125)]","[(231, 232, 203), (238, 236, 204), (37, 38, 31), (157, 157, 142), (81, 80, 70), (213, 211, 184), (113, 111, 99), (132, 131, 116)]"
grã©goire-michonze_village-with-figures-1931.jpg,"[(80, 80, 67), (162, 174, 168)]","[(58, 63, 55), (101, 98, 78), (125, 136, 127), (199, 213, 210)]","[(58, 63, 55), (217, 236, 238), (86, 92, 75), (111, 117, 106), (182, 190, 183), (116, 105, 81), (138, 141, 120), (139, 168, 175)]"
joaquã­n-sorolla_portrait-of-dona-elena-ortuzar-blasco-ibanez.jpg,"[(44, 23, 33), (156, 118, 107)]","[(44, 23, 33), (125, 80, 69), (162, 132, 127), (213, 178, 164)]","[(220, 197, 190), (92, 61, 62), (206, 160, 138), (44, 23, 33), (135, 85, 72), (162, 132, 127), (163, 108, 85), (196, 120, 80)]"
andrã©-lhote_le-judgment-de-paris-1927 2.jpg,"[(94, 73, 53), (144, 144, 130)]","[(98, 119, 119), (190, 169, 141), (57, 58, 48), (130, 88, 57)]","[(112, 132, 109), (117, 151, 157), (57, 58, 48), (177, 143, 109), (81, 97, 105), (203, 194, 172), (107, 79, 53), (153, 97, 60)]"
joaquã­n-sorolla_the-smugglers-1919.jpg,"[(93, 89, 75), (149, 142, 131)]","[(113, 117, 117), (185, 167, 145), (59, 71, 67), (127, 107, 83)]","[(183, 168, 148), (59, 71, 67), (176, 153, 123), (204, 196, 184), (151, 135, 120), (127, 107, 83), (41, 86, 112), (108, 112, 116)]"
arnold-bã¶cklin_soldiers-amount-towards-a-mountain-fortress.jpg,"[(51, 40, 30), (95, 79, 58)]","[(51, 40, 30), (91, 66, 38), (81, 80, 71), (116, 105, 85)]","[(108, 110, 102), (81, 80, 71), (96, 94, 84), (51, 40, 30), (91, 66, 38), (152, 141, 119), (116, 91, 59), (169, 118, 63)]"
george-luks_boy-with-blue-cap.jpg,"[(30, 28, 22), (82, 77, 59)]","[(30, 28, 22), (45, 43, 33), (61, 62, 58), (178, 160, 112)]","[(30, 28, 22), (107, 101, 72), (45, 43, 33), (177, 150, 91), (61, 62, 58), (197, 180, 133), (227, 198, 131), (231, 217, 176)]"
arnold-bã¶cklin_the-sacred-grove-1886.jpg,"[(112, 80, 52), (171, 139, 97)]","[(153, 117, 69), (112, 80, 52), (170, 131, 82), (208, 193, 168)]","[(93, 65, 47), (154, 123, 80), (186, 140, 83), (220, 223, 215), (130, 95, 58), (196, 162, 121), (138, 108, 68), (167, 125, 70)]"
joaquã­n-sorolla_orchard-house-valencia-study-1908.jpg,"[(106, 62, 37), (197, 150, 109)]","[(182, 118, 71), (211, 182, 148), (72, 43, 27), (139, 81, 46)]","[(216, 188, 151), (231, 216, 190), (193, 133, 83), (199, 162, 125), (172, 103, 58), (72, 43, 27), (132, 71, 38), (146, 91, 55)]"
fã©lix-del-marle_the-port-1914.jpg,"[(55, 49, 44), (190, 130, 96)]","[(178, 88, 63), (55, 49, 44), (202, 154, 88), (203, 189, 168)]","[(61, 51, 48), (32, 29, 26), (95, 89, 78), (203, 189, 168), (195, 72, 45), (202, 154, 88), (133, 106, 88), (188, 102, 76)]"
joaquã­n-sorolla_boats-on-the-beach-1909.jpg,"[(133, 123, 102), (171, 168, 154)]","[(155, 143, 115), (111, 103, 89), (147, 150, 146), (195, 186, 163)]","[(186, 172, 143), (147, 150, 146), (127, 122, 105), (103, 97, 90), (205, 200, 183), (86, 72, 55), (146, 133, 109), (164, 153, 121)]"
arnold-bã¶cklin_war-1896-1 2.jpg,"[(103, 78, 66), (166, 139, 110)]","[(132, 94, 78), (200, 184, 142), (82, 69, 64), (123, 87, 68)]","[(82, 69, 64), (113, 88, 78), (111, 77, 68), (151, 100, 78), (171, 139, 89), (229, 228, 195), (126, 87, 68), (144, 106, 69)]"
joaquã­n-sorolla_before-the-bath-1909.jpg,"[(95, 86, 79), (170, 157, 131)]","[(148, 134, 111), (95, 86, 79), (179, 165, 129), (204, 196, 171)]","[(147, 140, 129), (41, 32, 30), (118, 116, 115), (179, 165, 129), (204, 196, 171), (102, 79, 57), (146, 120, 83), (153, 137, 104)]"
joaquã­n-sorolla_san-martin-bridge-at-toledo-1906.jpg,"[(72, 71, 69), (188, 174, 160)]","[(57, 52, 38), (86, 89, 100), (172, 150, 126), (204, 197, 194)]","[(89, 89, 99), (78, 70, 61), (99, 128, 179), (57, 52, 38), (194, 171, 145), (204, 197, 194), (147, 124, 84), (153, 135, 131)]"
fã©lix-del-marle_self-portrait-1913 2.jpg,"[(167, 155, 134), (238, 228, 207)]","[(238, 228, 207), (225, 215, 189), (64, 53, 43), (155, 138, 114)]","[(120, 101, 80), (238, 228, 207), (83, 70, 56), (44, 36, 30), (148, 129, 103), (176, 161, 136), (218, 205, 176), (232, 224, 202)]"
andrã©-lhote_nature-morte-au-chinois-1930.jpg,"[(48, 63, 49), (116, 94, 61)]","[(98, 66, 47), (48, 63, 49), (97, 110, 73), (172, 133, 76)]","[(157, 108, 38), (45, 46, 37), (164, 128, 102), (52, 79, 62), (97, 110, 73), (98, 66, 47), (199, 185, 114), (220, 196, 142)]"
john-french-sloan_hairdresser-s-window-1907.jpg,"[(73, 73, 79), (159, 148, 120)]","[(73, 73, 79), (179, 172, 138), (126, 111, 96), (152, 138, 108)]","[(136, 130, 108), (207, 188, 132), (169, 146, 107), (207, 201, 161), (126, 111, 96), (73, 73, 79), (133, 138, 128), (169, 160, 131)]"
arnold-bã¶cklin_dragon-walking-between-rocks 2.jpg,"[(39, 30, 26), (95, 81, 67)]","[(39, 30, 26), (73, 58, 45), (90, 84, 76), (146, 122, 102)]","[(39, 30, 26), (142, 125, 110), (90, 84, 76), (136, 104, 78), (168, 144, 123), (174, 167, 159), (63, 52, 42), (82, 65, 48)]"
arnold-bã¶cklin_melancholy 2.jpg,"[(37, 26, 26), (71, 55, 46)]","[(46, 33, 31), (37, 26, 26), (62, 48, 38), (128, 108, 84)]","[(46, 33, 31), (37, 26, 26), (62, 48, 38), (85, 68, 48), (157, 128, 98), (115, 91, 68), (193, 167, 138), (218, 199, 179)]"
michael-bell_check-in-check-out-2010.jpg,"[(39, 40, 32), (213, 205, 172)]","[(233, 228, 201), (192, 183, 144), (17, 18, 12), (61, 63, 51)]","[(17, 18, 12), (41, 43, 33), (210, 203, 158), (185, 172, 146), (233, 228, 201), (164, 153, 113), (65, 66, 52), (98, 99, 84)]"
edward-hopper_el-palacio.jpg,"[(104, 108, 71), (171, 185, 188)]","[(175, 193, 209), (168, 177, 167), (86, 86, 31), (122, 131, 110)]","[(175, 193, 209), (169, 183, 190), (102, 116, 103), (130, 113, 37), (43, 60, 25), (141, 145, 117), (164, 167, 129), (169, 177, 160)]"
arnold-bã¶cklin_elysian-fields-1877 2.jpg,"[(92, 58, 13), (144, 121, 73)]","[(120, 89, 28), (92, 58, 13), (143, 121, 67), (192, 184, 169)]","[(71, 39, 12), (124, 106, 63), (163, 136, 71), (208, 205, 206), (112, 77, 15), (177, 162, 132), (103, 74, 27), (138, 105, 30)]"
joaquã­n-sorolla_boxing-raisins-javea-1901.jpg,"[(77, 53, 35), (158, 132, 118)]","[(136, 109, 92), (77, 53, 35), (172, 137, 113), (187, 174, 173)]","[(49, 38, 29), (143, 105, 74), (102, 81, 65), (172, 137, 113), (149, 125, 116), (106, 68, 40), (174, 152, 149), (200, 195, 198)]"
mestre-ataã­de_a-coroa-o-da-virgem-pela-sant-ssima-trindade-detail-1811.jpg,"[(79, 68, 52), (187, 141, 88)]","[(185, 115, 56), (189, 166, 120), (67, 55, 41), (91, 81, 63)]","[(118, 91, 55), (189, 153, 96), (190, 180, 143), (118, 115, 92), (185, 115, 56), (64, 59, 52), (43, 46, 42), (90, 64, 41)]"
