ObjectID,cut_2,cut_4,cut_8
benozzo-gozzoli_trial-by-fire-before-the-sultan-detail.jpg,"[(107, 81, 64), (168, 160, 140)]","[(69, 62, 56), (145, 99, 72), (134, 134, 124), (202, 186, 156)]","[(138, 81, 58), (190, 165, 130), (213, 207, 182), (136, 147, 139), (69, 62, 56), (132, 122, 108), (132, 111, 88), (172, 123, 83)]"
domenico-ghirlandaio_the-annunciation-1490.jpg,"[(130, 94, 70), (172, 164, 157)]","[(94, 74, 68), (166, 114, 72), (146, 142, 141), (198, 187, 173)]","[(155, 124, 92), (208, 203, 197), (151, 90, 59), (189, 171, 148), (207, 151, 78), (146, 142, 141), (77, 67, 66), (112, 82, 70)]"
joaquã­n-sorolla_children-in-the-sea-1909.jpg,"[(97, 103, 116), (123, 128, 148)]","[(106, 115, 141), (139, 140, 156), (84, 96, 114), (110, 110, 118)]","[(89, 102, 124), (127, 128, 150), (106, 115, 141), (137, 140, 158), (80, 90, 105), (110, 110, 118), (159, 157, 155), (171, 174, 179)]"
fra-angelico_circumcision-1452.jpg,"[(66, 51, 47), (167, 136, 116)]","[(66, 51, 47), (147, 105, 85), (162, 146, 133), (212, 187, 159)]","[(138, 85, 71), (162, 146, 133), (201, 172, 140), (223, 203, 179), (93, 74, 67), (157, 126, 100), (16, 11, 15), (62, 43, 41)]"
andrea-del-castagno_the-cuman-sibyl.jpg,"[(94, 52, 59), (178, 117, 117)]","[(161, 84, 100), (195, 151, 134), (71, 37, 41), (117, 68, 77)]","[(218, 189, 151), (195, 147, 146), (117, 52, 68), (118, 83, 87), (161, 84, 100), (184, 133, 120), (58, 24, 26), (85, 49, 56)]"
giovanni-bellini_the-agony-in-the-garden.jpg,"[(58, 46, 39), (139, 115, 89)]","[(128, 89, 54), (150, 141, 124), (38, 27, 20), (78, 66, 58)]","[(114, 130, 147), (120, 112, 97), (38, 27, 20), (183, 143, 90), (128, 89, 54), (184, 179, 161), (70, 49, 36), (86, 83, 81)]"
domenico-ghirlandaio_the-adoration-of-the-magi-1487.jpg,"[(83, 64, 45), (172, 147, 127)]","[(189, 188, 187), (83, 64, 45), (152, 85, 47), (160, 125, 85)]","[(39, 36, 28), (90, 60, 38), (101, 81, 57), (160, 112, 66), (160, 138, 103), (152, 85, 47), (190, 187, 185), (188, 188, 190)]"
joaquã­n-sorolla_the-relic-1893.jpg,"[(112, 66, 50), (192, 124, 82)]","[(177, 103, 67), (112, 66, 50), (206, 136, 80), (210, 156, 111)]","[(207, 152, 115), (206, 136, 80), (144, 81, 59), (205, 144, 98), (177, 103, 67), (222, 181, 135), (58, 41, 36), (103, 59, 48)]"
antonello-da-messina_madonna-and-child-with-a-praying-franciscan-donor.jpg,"[(52, 37, 30), (186, 122, 58)]","[(168, 101, 42), (52, 37, 30), (197, 130, 59), (212, 156, 89)]","[(204, 166, 107), (168, 101, 42), (197, 130, 59), (212, 145, 72), (215, 157, 88), (213, 192, 139), (21, 19, 19), (82, 55, 41)]"
pietro-perugino_madonna-with-children-and-st-john-1485.jpg,"[(93, 82, 61), (201, 205, 209)]","[(44, 45, 44), (141, 119, 79), (152, 160, 168), (251, 251, 250)]","[(35, 30, 22), (117, 136, 167), (167, 148, 99), (54, 60, 65), (186, 183, 170), (251, 251, 250), (112, 77, 42), (118, 103, 76)]"
andrea-mantegna_horse-and-groom-with-hunting-dogs-from-the-camera-degli-sposi-or-camera-picta-detail-1474.jpg,"[(83, 71, 65), (158, 155, 152)]","[(142, 136, 129), (83, 71, 65), (152, 157, 165), (194, 192, 185)]","[(53, 39, 36), (75, 60, 53), (127, 125, 123), (158, 148, 135), (152, 157, 165), (103, 92, 86), (186, 180, 171), (202, 203, 199)]"
filippo-lippi_nativity-1469.jpg,"[(92, 78, 72), (190, 161, 134)]","[(207, 187, 161), (173, 136, 106), (65, 50, 47), (120, 106, 96)]","[(38, 30, 31), (91, 71, 63), (120, 106, 96), (163, 120, 97), (186, 164, 142), (183, 151, 116), (223, 200, 162), (233, 219, 199)]"
donatello_judith-and-holofernes-1460.jpg,"[(117, 108, 102), (204, 209, 210)]","[(204, 209, 210), (81, 71, 66), (123, 110, 99), (182, 182, 179)]","[(94, 82, 76), (125, 113, 102), (112, 99, 89), (69, 59, 55), (204, 209, 210), (143, 129, 115), (172, 172, 168), (191, 192, 190)]"
benozzo-gozzoli_descent-from-the-cross.jpg,"[(48, 33, 27), (134, 93, 72)]","[(48, 33, 27), (113, 72, 53), (131, 94, 76), (181, 136, 106)]","[(109, 88, 78), (152, 100, 74), (180, 122, 87), (170, 133, 107), (195, 169, 144), (48, 33, 27), (95, 64, 51), (131, 79, 56)]"
masaccio_st-juvenal-triptych-1422.jpg,"[(117, 73, 52), (229, 211, 181)]","[(166, 100, 66), (68, 47, 38), (218, 174, 111), (240, 249, 251)]","[(240, 249, 251), (213, 154, 80), (213, 167, 105), (230, 199, 132), (238, 239, 226), (166, 100, 66), (41, 30, 25), (95, 65, 51)]"
pisanello_hanged-men-and-two-portraits-1430.jpg,"[(206, 208, 207), (230, 232, 233)]","[(221, 223, 222), (230, 232, 233), (172, 173, 171), (210, 212, 211)]","[(221, 223, 222), (210, 212, 211), (230, 232, 233), (148, 149, 146), (194, 196, 194), (172, 173, 171), (89, 89, 86), (125, 126, 124)]"
filippo-lippi_announcement-of-the-death-of-the-virgin.jpg,"[(61, 46, 39), (152, 108, 84)]","[(128, 83, 66), (61, 46, 39), (162, 115, 86), (189, 150, 118)]","[(147, 111, 85), (203, 152, 112), (178, 119, 86), (170, 135, 106), (212, 180, 148), (128, 83, 66), (38, 33, 30), (83, 59, 49)]"
giovanni-bellini_polyptych-of-san-vincenzo-ferreri-1468-7.jpg,"[(84, 66, 48), (183, 135, 100)]","[(168, 107, 76), (84, 66, 48), (196, 150, 105), (201, 177, 143)]","[(34, 31, 22), (182, 167, 138), (77, 55, 40), (112, 89, 65), (168, 107, 76), (196, 150, 105), (223, 177, 132), (219, 196, 164)]"
luca-signorelli_crucifixion-of-st-sepulchre.jpg,"[(92, 64, 17), (135, 121, 82)]","[(101, 91, 55), (92, 64, 17), (161, 127, 64), (179, 173, 154)]","[(51, 45, 16), (164, 157, 134), (115, 63, 17), (194, 190, 174), (101, 91, 55), (161, 127, 64), (127, 95, 22), (171, 112, 18)]"
paolo-uccello_perspective-study-of-mazzocchio-1.jpg,"[(173, 144, 85), (218, 195, 149)]","[(195, 165, 103), (218, 195, 149), (133, 104, 48), (169, 143, 84)]","[(130, 104, 49), (195, 165, 103), (210, 185, 136), (169, 143, 84), (153, 120, 58), (226, 205, 161), (83, 59, 20), (114, 83, 30)]"
fra-angelico_thebaid.jpg,"[(22, 24, 19), (128, 108, 76)]","[(22, 24, 19), (95, 79, 53), (142, 121, 88), (181, 154, 108)]","[(178, 148, 98), (101, 85, 58), (73, 64, 45), (22, 24, 19), (184, 161, 119), (134, 103, 64), (127, 111, 84), (157, 131, 92)]"
antã³nio-de-carvalho-da-silva-porto_recanto-de-praia.jpg,"[(85, 87, 70), (172, 161, 134)]","[(137, 124, 94), (206, 199, 175), (75, 75, 54), (95, 100, 86)]","[(230, 227, 208), (221, 206, 174), (127, 109, 77), (95, 100, 86), (187, 181, 158), (75, 75, 54), (129, 129, 108), (167, 149, 115)]"
giovanni-bellini_madonna-and-child-2.jpg,"[(32, 28, 36), (126, 86, 73)]","[(32, 28, 36), (76, 43, 43), (145, 99, 79), (208, 159, 126)]","[(216, 175, 144), (201, 144, 108), (90, 49, 47), (62, 36, 39), (168, 115, 88), (123, 83, 69), (28, 19, 24), (37, 36, 49)]"
andrea-del-castagno_crucifixion.jpg,"[(62, 59, 60), (204, 182, 159)]","[(100, 92, 93), (23, 25, 27), (187, 159, 132), (220, 204, 186)]","[(1, 2, 1), (112, 97, 92), (220, 204, 186), (187, 159, 132), (133, 127, 131), (78, 72, 74), (34, 43, 48), (57, 55, 58)]"
fra-angelico_virgin-and-child-with-sts-dominic-and-catherine-of-alexandria.jpg,"[(57, 46, 44), (183, 130, 68)]","[(167, 99, 55), (57, 46, 44), (195, 153, 67), (203, 169, 96)]","[(18, 18, 25), (195, 153, 67), (202, 163, 82), (55, 37, 33), (204, 175, 110), (78, 64, 60), (163, 78, 42), (171, 120, 68)]"
joaquã­n-sorolla_almond-trees-in-asis.jpg,"[(73, 59, 44), (183, 161, 140)]","[(195, 188, 176), (172, 135, 104), (45, 37, 26), (101, 80, 61)]","[(104, 81, 60), (92, 68, 47), (156, 116, 84), (187, 153, 124), (195, 188, 176), (118, 104, 90), (24, 25, 20), (66, 48, 33)]"
andrea-mantegna_maria-with-the-sleeping-child-1455.jpg,"[(51, 36, 26), (137, 105, 77)]","[(114, 79, 51), (51, 36, 26), (145, 114, 85), (174, 147, 120)]","[(166, 138, 112), (37, 26, 17), (153, 120, 90), (138, 107, 80), (183, 156, 129), (114, 79, 51), (60, 40, 26), (70, 53, 45)]"
ferdinand-georg-waldmã¼ller_the-ruin-of-the-greek-theater-in-taormina-sicily-1844.jpg,"[(130, 119, 111), (195, 171, 127)]","[(162, 166, 177), (99, 72, 45), (200, 154, 73), (190, 188, 181)]","[(166, 178, 200), (207, 168, 84), (60, 44, 34), (190, 188, 181), (137, 100, 56), (192, 139, 63), (145, 143, 147), (170, 164, 162)]"
luca-signorelli_adoration-of-the-shepherds.jpg,"[(56, 46, 32), (122, 112, 87)]","[(56, 46, 32), (98, 84, 55), (119, 117, 101), (174, 162, 136)]","[(82, 78, 51), (114, 91, 60), (161, 135, 105), (119, 117, 101), (182, 173, 139), (193, 205, 197), (41, 39, 27), (71, 54, 36)]"
joaquã­n-sorolla_mending-the-sail-1904.jpg,"[(143, 108, 60), (166, 164, 162)]","[(124, 121, 128), (208, 207, 196), (119, 90, 53), (166, 127, 66)]","[(147, 108, 56), (223, 227, 226), (166, 127, 66), (91, 73, 51), (194, 186, 166), (112, 104, 102), (117, 121, 145), (156, 157, 162)]"
joaquã­n-sorolla_beach-of-biarritz-france.jpg,"[(155, 139, 124), (212, 167, 109)]","[(212, 188, 155), (212, 146, 63), (147, 114, 85), (163, 164, 164)]","[(163, 164, 164), (144, 134, 123), (212, 188, 155), (44, 53, 38), (212, 146, 63), (135, 85, 57), (176, 98, 46), (178, 153, 122)]"
fra-angelico_the-sermon-of-st-stephen-1449.jpg,"[(56, 55, 58), (152, 140, 118)]","[(122, 108, 84), (56, 55, 58), (152, 147, 135), (210, 199, 169)]","[(218, 210, 187), (202, 188, 151), (65, 68, 77), (104, 94, 81), (47, 42, 39), (152, 147, 135), (127, 107, 79), (156, 135, 94)]"
masaccio_crucifixion-of-st-peter-1426.jpg,"[(85, 69, 60), (153, 131, 115)]","[(143, 108, 86), (163, 154, 144), (69, 52, 42), (100, 87, 78)]","[(92, 63, 47), (47, 40, 37), (147, 136, 126), (173, 160, 146), (100, 87, 78), (188, 183, 177), (141, 94, 71), (145, 121, 100)]"
joaquã­n-sorolla_girl-with-flowers.jpg,"[(107, 86, 80), (202, 155, 109)]","[(134, 111, 102), (80, 62, 57), (203, 143, 84), (201, 168, 134)]","[(150, 122, 108), (201, 168, 134), (51, 42, 44), (109, 81, 71), (214, 156, 82), (119, 100, 96), (197, 126, 65), (184, 133, 104)]"
jacopo-bellini_unknown(2).jpg,"[(174, 167, 148), (197, 194, 181)]","[(184, 178, 160), (197, 194, 181), (156, 144, 119), (173, 169, 153)]","[(173, 169, 153), (169, 158, 133), (184, 178, 160), (158, 143, 116), (142, 133, 111), (197, 194, 181), (103, 91, 68), (133, 115, 87)]"
andrã©-lhote_la-plage-1957.jpg,"[(156, 138, 95), (165, 164, 153)]","[(181, 149, 95), (131, 127, 96), (147, 155, 150), (183, 173, 157)]","[(102, 95, 84), (112, 137, 112), (154, 151, 106), (155, 124, 81), (147, 155, 150), (181, 149, 95), (184, 166, 146), (183, 180, 168)]"
sandro-botticelli_portrait-of-a-man(1).jpg,"[(42, 31, 24), (182, 156, 61)]","[(42, 31, 24), (137, 101, 42), (221, 196, 61), (234, 227, 99)]","[(42, 31, 24), (221, 196, 61), (238, 232, 98), (231, 222, 86), (234, 230, 124), (100, 74, 37), (182, 117, 30), (165, 139, 65)]"
benozzo-gozzoli_dream-of-innocent-iii-and-the-confirmation-of-the-rule.jpg,"[(130, 91, 66), (199, 182, 164)]","[(84, 65, 54), (175, 118, 78), (175, 157, 138), (223, 206, 189)]","[(231, 221, 211), (175, 128, 88), (218, 150, 81), (154, 96, 71), (216, 192, 167), (84, 65, 54), (164, 143, 122), (185, 171, 155)]"
georges-lacombeâ _the-green-wave-vorhor.jpg,"[(46, 38, 28), (158, 146, 118)]","[(46, 38, 28), (160, 128, 76), (135, 154, 162), (178, 172, 157)]","[(33, 29, 21), (194, 153, 79), (135, 154, 162), (169, 154, 139), (59, 47, 35), (125, 103, 73), (205, 190, 152), (168, 191, 197)]"
jacopo-bellini_sketch-of-young-deer.jpg,"[(112, 109, 93), (200, 196, 192)]","[(223, 218, 216), (112, 109, 93), (160, 156, 144), (194, 192, 192)]","[(186, 187, 186), (140, 134, 116), (194, 192, 192), (119, 117, 100), (223, 218, 216), (105, 102, 87), (160, 153, 135), (183, 184, 183)]"
antã³nio-de-carvalho-da-silva-porto_na-cisterna.jpg,"[(107, 79, 61), (146, 160, 183)]","[(57, 52, 44), (156, 107, 78), (116, 154, 195), (175, 166, 170)]","[(182, 120, 84), (131, 93, 72), (174, 143, 130), (178, 182, 194), (57, 52, 44), (174, 198, 226), (105, 140, 179), (128, 169, 211)]"
joaquã­n-sorolla_portrait-of-countess-of-santiago-1894.jpg,"[(136, 115, 85), (199, 177, 136)]","[(120, 100, 73), (151, 130, 96), (179, 158, 120), (218, 197, 153)]","[(159, 142, 117), (222, 200, 152), (200, 173, 122), (212, 188, 140), (120, 100, 73), (227, 213, 179), (140, 120, 90), (163, 141, 102)]"
piero-della-francesca_meeting-between-the-queen-of-sheba-and-king-solomon-detail(1).jpg,"[(134, 99, 72), (185, 177, 140)]","[(155, 116, 80), (113, 82, 64), (179, 164, 122), (190, 189, 159)]","[(196, 170, 122), (163, 158, 121), (207, 198, 165), (173, 180, 153), (119, 99, 80), (107, 64, 47), (150, 100, 66), (160, 132, 95)]"
donatello_virgin-and-child-with-four-angels.jpg,"[(66, 59, 55), (190, 190, 191)]","[(232, 235, 240), (66, 59, 55), (100, 94, 90), (196, 197, 195)]","[(232, 235, 240), (202, 204, 202), (215, 217, 218), (137, 130, 123), (167, 165, 162), (100, 94, 90), (54, 49, 47), (77, 69, 63)]"
carlo-crivelli_depiction-of-saint-saintephen.jpg,"[(73, 54, 31), (158, 123, 85)]","[(73, 54, 31), (134, 97, 57), (171, 132, 97), (195, 168, 131)]","[(130, 104, 62), (124, 85, 49), (158, 115, 67), (190, 156, 116), (200, 180, 146), (171, 132, 97), (51, 38, 23), (94, 70, 40)]"
arnold-bã¶cklin_the-bagpiper.jpg,"[(43, 42, 39), (159, 157, 160)]","[(43, 42, 39), (120, 114, 118), (171, 174, 182), (224, 226, 225)]","[(84, 76, 76), (231, 236, 238), (216, 216, 212), (143, 138, 143), (110, 106, 110), (171, 174, 182), (31, 33, 30), (56, 50, 49)]"
carlo-crivelli_virgin-and-child.jpg,"[(93, 78, 70), (186, 148, 118)]","[(152, 116, 97), (93, 78, 70), (210, 154, 116), (230, 205, 162)]","[(73, 70, 65), (96, 81, 73), (225, 192, 146), (131, 92, 77), (234, 219, 178), (210, 154, 116), (143, 103, 87), (161, 129, 107)]"
andrea-mantegna_calvary-central-predella-panel-from-the-st-zeno-of-verona-altarpiece-1459.jpg,"[(64, 45, 47), (190, 158, 128)]","[(201, 186, 176), (64, 45, 47), (154, 102, 64), (203, 160, 96)]","[(225, 210, 189), (86, 55, 40), (177, 162, 164), (94, 90, 122), (203, 160, 96), (154, 102, 64), (22, 9, 8), (56, 27, 17)]"
benozzo-gozzoli_tabernacle-of-the-visitation-expultion-of-joachim-from-the-temple.jpg,"[(88, 59, 47), (164, 145, 136)]","[(42, 28, 24), (134, 89, 69), (141, 119, 112), (187, 171, 161)]","[(178, 170, 169), (125, 110, 112), (158, 127, 113), (216, 206, 197), (42, 28, 24), (134, 89, 69), (161, 148, 141), (192, 162, 134)]"
masaccio_adam-and-eve-banished-from-paradise.jpg,"[(106, 95, 77), (164, 139, 106)]","[(175, 163, 141), (153, 116, 70), (100, 69, 39), (111, 121, 116)]","[(121, 104, 62), (158, 133, 87), (118, 68, 34), (149, 99, 54), (175, 163, 141), (82, 51, 29), (97, 113, 114), (125, 130, 119)]"
luca-signorelli_st-paul.jpg,"[(173, 137, 80), (189, 164, 121)]","[(186, 159, 112), (173, 137, 80), (192, 167, 124), (193, 171, 138)]","[(187, 151, 87), (160, 123, 73), (192, 170, 138), (192, 168, 132), (186, 159, 112), (192, 167, 124), (193, 171, 142), (200, 185, 158)]"
fã©lix-del-marle_self-portrait-1913.jpg,"[(167, 155, 134), (238, 228, 207)]","[(238, 228, 207), (225, 215, 189), (64, 53, 43), (155, 138, 114)]","[(120, 101, 80), (238, 228, 207), (83, 70, 56), (44, 36, 30), (148, 129, 103), (176, 161, 136), (218, 205, 176), (232, 224, 202)]"
joaquã­n-sorolla_children-on-the-beach-1910.jpg,"[(108, 93, 77), (166, 137, 110)]","[(147, 118, 97), (184, 156, 124), (94, 74, 60), (122, 112, 93)]","[(156, 150, 135), (112, 85, 67), (147, 118, 97), (122, 112, 93), (209, 175, 138), (76, 62, 54), (159, 139, 114), (213, 157, 108)]"
benozzo-gozzoli_trial-by-fire-before-the-sultan.jpg,"[(106, 74, 64), (169, 145, 133)]","[(74, 58, 58), (138, 91, 71), (140, 115, 109), (198, 175, 157)]","[(119, 81, 67), (163, 126, 110), (117, 104, 108), (74, 58, 58), (158, 101, 75), (187, 156, 134), (193, 179, 170), (225, 209, 191)]"
sandro-botticelli_the-annunciation-1500(1).jpg,"[(115, 74, 78), (205, 193, 175)]","[(233, 230, 211), (177, 157, 140), (92, 60, 71), (138, 87, 85)]","[(120, 69, 70), (149, 84, 75), (142, 98, 97), (199, 179, 156), (155, 134, 124), (233, 230, 211), (89, 49, 59), (94, 71, 83)]"
ferdinand-georg-waldmã¼ller_the-sch-nberg-seen-from-hoisernradalpe-1833.jpg,"[(74, 91, 72), (139, 146, 119)]","[(122, 129, 87), (74, 91, 72), (123, 131, 119), (189, 193, 182)]","[(123, 131, 119), (79, 96, 59), (227, 232, 227), (86, 102, 90), (45, 66, 49), (122, 129, 87), (145, 147, 121), (156, 163, 150)]"
joaquã­n-sorolla_virgin-mary-1887.jpg,"[(55, 43, 30), (187, 141, 78)]","[(168, 124, 63), (206, 158, 92), (28, 25, 20), (83, 62, 39)]","[(28, 25, 20), (48, 40, 33), (215, 164, 92), (192, 145, 84), (168, 124, 63), (225, 177, 109), (101, 70, 40), (135, 99, 52)]"
